epoch,training_loss,validation_loss,training_accuracy,validation_accuracy,validation_macro_f1,learning_rate,epoch_duration,best_checkpoint
1,1.3966843911579676,1.3487580219904582,0.26785714285714285,0.4166666666666667,0.325,0.001,0.27114391326904297,True
2,1.3269649403435844,1.2890008290608723,0.5,0.4166666666666667,0.36111111111111105,0.001,0.26721811294555664,True
3,1.2125003337860107,1.1809013684590657,0.625,0.4166666666666667,0.36111111111111105,0.001,0.26895689964294434,False
4,1.0430026820727758,1.271411935488383,0.6428571428571429,0.4166666666666667,0.36111111111111105,0.001,0.26812314987182617,False
5,0.905291987316949,1.4252655704816182,0.6607142857142857,0.5,0.5194444444444444,0.001,0.26764798164367676,True
6,0.7095992650304522,1.4861485958099365,0.7678571428571429,0.5,0.5214285714285715,0.001,0.26772499084472656,True
7,0.5981748827866146,1.3292496999104817,0.7857142857142857,0.5833333333333334,0.5761904761904761,0.001,0.2665112018585205,True
8,0.4140854520457132,1.2030132214228313,0.8571428571428571,0.5833333333333334,0.5833333333333333,0.001,0.2618141174316406,True
9,0.30778443813323975,1.2431694666544597,0.9285714285714286,0.5833333333333334,0.5833333333333333,0.001,0.26283884048461914,False
10,0.25045320498091833,1.1093183358510335,0.9107142857142857,0.6666666666666666,0.6595238095238095,0.001,0.2619130611419678,True
11,0.19002446878169263,1.1016379594802856,0.9464285714285714,0.6666666666666666,0.5833333333333333,0.001,0.26160216331481934,False
12,0.16719781500952585,1.1353010336558025,0.9285714285714286,0.5833333333333334,0.5416666666666666,0.001,0.26627683639526367,False
13,0.33128910192421507,1.2728813489278157,0.9107142857142857,0.6666666666666666,0.5833333333333333,0.001,0.2618138790130615,False
14,0.16930654432092393,1.0371983051300049,0.9464285714285714,0.75,0.7267857142857143,0.001,0.2622840404510498,True
15,0.17322505159037455,1.1672391891479492,0.9285714285714286,0.75,0.7416666666666667,0.001,0.26123905181884766,True
16,0.09801291514720235,1.0767802000045776,0.9642857142857143,0.6666666666666666,0.5833333333333333,0.001,0.26114797592163086,False
17,0.11534564383327961,1.0000151991844177,0.9464285714285714,0.6666666666666666,0.5833333333333333,0.001,0.27028584480285645,False
18,0.08178758055769972,0.961995800336202,0.9642857142857143,0.75,0.7595238095238095,0.001,0.2654597759246826,True
19,0.059707144275307655,1.0194523731867473,0.9642857142857143,0.6666666666666666,0.5833333333333333,0.001,0.26779794692993164,False
20,0.07140671142510005,1.481153090794881,0.9642857142857143,0.5833333333333334,0.575,0.001,0.3516871929168701,False
21,0.09375536927421178,1.184308409690857,0.9642857142857143,0.6666666666666666,0.5833333333333333,0.001,0.4621162414550781,False
22,0.021944456700501696,1.162458856900533,1.0,0.75,0.7309523809523809,0.001,0.3032231330871582,False
23,0.033719154074788094,1.748582363128662,0.9821428571428571,0.5833333333333334,0.5333333333333333,0.0005,0.3095369338989258,False
24,0.013514334967892085,1.7831053733825684,1.0,0.6666666666666666,0.6541666666666666,0.0005,0.315838098526001,False
25,0.011114154077534164,1.7827316919962566,1.0,0.6666666666666666,0.6583333333333332,0.0005,0.3083040714263916,False
26,0.009162409430635827,1.7967693010965984,1.0,0.6666666666666666,0.6583333333333332,0.0005,0.272615909576416,False
27,0.00789591989346913,1.7938997745513916,1.0,0.6666666666666666,0.6541666666666666,0.0005,0.26804518699645996,False
28,0.007739955559372902,1.7899142106374104,1.0,0.6666666666666666,0.6541666666666666,0.00025,0.26175737380981445,False
29,0.006602518127432891,1.7782761255900066,1.0,0.6666666666666666,0.6541666666666666,0.00025,0.2647969722747803,False
30,0.006331166917724269,1.76695982615153,1.0,0.6666666666666666,0.6541666666666666,0.00025,0.26054978370666504,False
