epoch,training_loss,validation_loss,training_accuracy,validation_accuracy,validation_macro_f1,learning_rate,epoch_duration,best_checkpoint
1,1.390749556677682,1.3419140577316284,0.26785714285714285,0.4166666666666667,0.29166666666666663,0.001,0.28281497955322266,True
2,1.31086608341762,1.2793872753779094,0.375,0.3333333333333333,0.225,0.001,0.27443599700927734,False
3,1.196996910231454,1.1908237139383953,0.44642857142857145,0.3333333333333333,0.2361111111111111,0.001,0.2728850841522217,False
4,1.045039679322924,1.2229204575220745,0.5714285714285714,0.3333333333333333,0.35416666666666663,0.001,0.27002620697021484,True
5,0.8911569799695697,1.1433213551839192,0.6607142857142857,0.4166666666666667,0.45892857142857146,0.001,0.27063584327697754,True
6,0.7217665484973362,1.168964187304179,0.75,0.4166666666666667,0.4291666666666667,0.001,0.30548906326293945,False
7,0.6653307804039547,1.1717925469080608,0.75,0.5,0.45396825396825397,0.001,0.29305076599121094,False
8,0.496354090315955,1.0633848905563354,0.7857142857142857,0.5833333333333334,0.6111111111111112,0.001,0.27261805534362793,True
9,0.3761720189026424,1.3003174861272175,0.8392857142857143,0.5,0.5,0.001,0.2709650993347168,False
10,0.3675975522824696,1.6506717602411907,0.8392857142857143,0.4166666666666667,0.4409090909090909,0.001,0.27236032485961914,False
11,0.21362260675856046,1.3733179966608684,0.9285714285714286,0.5,0.49166666666666664,0.001,0.2837512493133545,False
12,0.14243641282830918,1.3440147240956624,0.9642857142857143,0.6666666666666666,0.6666666666666667,0.001,0.28447794914245605,True
13,0.1513630391231605,1.691677490870158,0.9464285714285714,0.5,0.45,0.001,0.27997589111328125,False
14,0.08890980189400059,1.4266481002171834,0.9821428571428571,0.6666666666666666,0.6541666666666666,0.001,0.2689180374145508,False
15,0.0315941492694297,1.2601161400477092,1.0,0.75,0.7541666666666667,0.001,0.2666959762573242,True
16,0.015350617202264922,1.3810936609903972,1.0,0.6666666666666666,0.6583333333333332,0.001,0.34473395347595215,False
17,0.00921985091242407,1.5188257296880086,1.0,0.6666666666666666,0.6583333333333332,0.001,0.31960201263427734,False
18,0.007496040713574205,1.649830937385559,1.0,0.5833333333333334,0.5166666666666666,0.001,0.33004188537597656,False
19,0.006671839992382697,1.42346187432607,1.0,0.5833333333333334,0.5166666666666666,0.001,0.27226805686950684,False
20,0.0030990944942459464,1.4767818848292034,1.0,0.5833333333333334,0.5166666666666666,0.0005,0.27126407623291016,False
21,0.008373489985907716,1.3575329383214314,1.0,0.5833333333333334,0.5166666666666666,0.0005,0.26799511909484863,False
22,0.002688613986330373,1.33205513159434,1.0,0.6666666666666666,0.6583333333333332,0.0005,0.2689790725708008,False
23,0.003059086057224444,1.5464023351669312,1.0,0.6666666666666666,0.6583333333333332,0.0005,0.26584410667419434,False
24,0.0018233791426090257,1.6290570497512817,1.0,0.6666666666666666,0.6583333333333332,0.0005,0.2654578685760498,False
25,0.0016579485964030027,1.6412716309229534,1.0,0.6666666666666666,0.6583333333333332,0.00025,0.2651398181915283,False
26,0.0015805639393095458,1.6413673957188923,1.0,0.6666666666666666,0.6583333333333332,0.00025,0.2715902328491211,False
27,0.0015091364039108157,1.6398648420969646,1.0,0.6666666666666666,0.6583333333333332,0.00025,0.2672901153564453,False
